# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 07:46:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-1581 b,Kepler-1581,1,1,19h09m29.12s,287.3713199,+39d36m13.04s,39.6036225,493.1750000,5.8170000,-5.6860000
Kepler-1582 b,Kepler-1582,1,1,19h17m30.37s,289.3765441,+41d09m29.10s,41.1580845,78.8906000,0.4421000,-0.4372000
Kepler-1583 b,Kepler-1583,1,1,19h05m32.86s,286.3869335,+47d00m59.47s,47.0165188,403.9330000,2.9250000,-2.8830000
Kepler-1584 b,Kepler-1584,1,1,19h11m03.04s,287.7626791,+43d16m27.81s,43.2743929,1416.3100000,38.5700000,-36.6200000
Kepler-1585 b,Kepler-1585,1,1,19h44m38.16s,296.1589897,+44d33m46.96s,44.5630457,944.4650000,33.9060000,-31.6710000
Kepler-1586 b,Kepler-1586,1,1,19h52m48.63s,298.2026236,+44d55m33.09s,44.9258585,552.5500000,4.5620000,-4.4890000
Kepler-1587 b,Kepler-1587,1,1,19h30m42.66s,292.6777294,+49d39m49.92s,49.6638666,1026.4800000,18.4400000,-17.8100000
Kepler-1588 b,Kepler-1588,1,1,19h12m55.85s,288.2327232,+48d00m07.91s,48.0021967,924.1410000,15.5540000,-15.5540000
Kepler-1589 b,Kepler-1589,1,1,19h37m46.04s,294.4418236,+40d34m17.80s,40.5716114,1513.1400000,65.6300000,-60.4800000
Kepler-159 b,Kepler-159,1,2,19h48m16.85s,297.0702037,+40d52m07.44s,40.8687340,373.7440000,3.1500000,-3.0990000
Kepler-159 c,Kepler-159,1,2,19h48m16.85s,297.0702037,+40d52m07.44s,40.8687340,373.7440000,3.1500000,-3.0990000
Kepler-1590 b,Kepler-1590,1,1,19h25m37.90s,291.4079141,+48d01m04.41s,48.0178915,771.1520000,10.8200000,-10.5310000
Kepler-1591 b,Kepler-1591,1,1,19h46m04.00s,296.5166659,+44d36m31.04s,44.6086233,1419.5800000,49.9800000,-46.7600000
Kepler-1592 b,Kepler-1592,1,1,19h35m24.15s,293.8506230,+38d23m51.86s,38.3977379,1639.4700000,70.1400000,-64.7000000
Kepler-1593 b,Kepler-1593,1,1,20h01m57.17s,300.4882018,+44d27m38.41s,44.4606698,638.2490000,13.3780000,-12.8500000
Kepler-1594 b,Kepler-1594,1,1,19h34m29.53s,293.6230451,+47d57m42.89s,47.9619127,976.8680000,23.0500000,-22.0290000
Kepler-1595 b,Kepler-1595,1,1,19h02m53.46s,285.7227502,+43d00m34.15s,43.0094855,845.0220000,21.8580000,-20.8020000
Kepler-1596 b,Kepler-1596,1,1,19h02m13.80s,285.5575066,+49d19m48.31s,49.3300866,2146.2300000,147.3900000,-129.9800000
Kepler-1597 b,Kepler-1597,1,1,19h12m39.35s,288.1639687,+42d28m51.64s,42.4810124,1221.0500000,24.1200000,-23.2200000
Kepler-1598 b,Kepler-1598,1,1,19h13m52.59s,288.4691070,+46d47m01.13s,46.7836464,619.8620000,7.2165000,-7.2165000
Kepler-1599 b,Kepler-1599,1,1,19h04m53.01s,286.2208685,+41d09m04.28s,41.1511886,1328.2000000,38.8400000,-36.7200000
Kepler-16 b,Kepler-16,2,1,19h16m18.20s,289.0758307,+51d45m26.02s,51.7572290,75.0852000,0.1541000,-0.1536000
Kepler-160 b,Kepler-160,1,3,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000
Kepler-160 c,Kepler-160,1,3,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000
Kepler-160 d,Kepler-160,1,3,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000
Kepler-1600 b,Kepler-1600,1,2,19h25m35.85s,291.3993802,+38d47m15.92s,38.7877563,1030.8100000,34.2705000,-34.2705000
Kepler-1600 c,Kepler-1600,1,2,19h25m35.85s,291.3993802,+38d47m15.92s,38.7877563,1030.8100000,34.2705000,-34.2705000
Kepler-1601 b,Kepler-1601,1,1,19h02m03.11s,285.5129496,+38d04m47.42s,38.0798390,644.4560000,6.2810000,-6.1630000
Kepler-1602 b,Kepler-1602,1,1,19h34m19.41s,293.5808607,+40d25m39.14s,40.4275396,629.8040000,5.5640000,-5.4690000
Kepler-1603 b,Kepler-1603,1,1,19h41m19.16s,295.3298254,+42d32m05.89s,42.5349698,2712.5800000,248.9700000,-211.1400000
Kepler-1604 b,Kepler-1604,1,1,19h01m38.56s,285.4106549,+44d24m44.03s,44.4122318,541.1890000,6.3290000,-6.1880000
Kepler-1605 b,Kepler-1605,1,1,19h08m32.39s,287.1349405,+47d29m19.05s,47.4886251,546.2300000,6.6415000,-6.6415000
Kepler-1606 b,Kepler-1606,1,1,19h05m30.79s,286.3782987,+43d04m23.62s,43.0732287,831.2870000,18.4660000,-17.6940000
Kepler-1607 b,Kepler-1607,1,1,19h44m14.37s,296.0598685,+42d39m21.81s,42.6560582,1286.1000000,38.8600000,-38.8600000
Kepler-1608 b,Kepler-1608,1,1,19h42m15.25s,295.5635550,+39d25m03.25s,39.4175700,832.0000000,64.9820000,-81.4370000
Kepler-1609 b,Kepler-1609,1,1,19h20m35.17s,290.1465356,+39d39m56.89s,39.6658026,1826.0400000,100.8800000,-91.0300000
Kepler-161 b,Kepler-161,1,2,19h22m03.95s,290.5164698,+43d05m01.91s,43.0838642,434.6320000,3.1000000,-3.0560000
Kepler-161 c,Kepler-161,1,2,19h22m03.95s,290.5164698,+43d05m01.91s,43.0838642,434.6320000,3.1000000,-3.0560000
Kepler-1610 b,Kepler-1610,1,2,19h43m37.20s,295.9049795,+45d24m19.55s,45.4054296,864.3310000,24.2205000,-24.2205000
Kepler-1610 c,Kepler-1610,1,2,19h43m37.20s,295.9049795,+45d24m19.55s,45.4054296,864.3310000,24.2205000,-24.2205000
Kepler-1611 b,Kepler-1611,1,1,19h46m02.88s,296.5120204,+49d43m39.90s,49.7277506,908.4440000,,
Kepler-1612 b,Kepler-1612,1,1,19h25m00.07s,291.2503022,+45d39m18.19s,45.6550536,764.7260000,13.7380000,-13.2690000
Kepler-1613 b,Kepler-1613,1,1,19h19m30.00s,289.8750066,+43d25m15.35s,43.4209318,1508.3300000,65.0800000,-60.0000000
Kepler-1614 b,Kepler-1614,1,1,18h59m29.13s,284.8713893,+49d46m33.19s,49.7758867,1191.1900000,46.1800000,-42.9100000
Kepler-1615 b,Kepler-1615,1,1,19h05m26.21s,286.3592066,+42d13m38.63s,42.2273971,1393.8300000,39.1500000,-37.1100000
Kepler-1616 b,Kepler-1616,1,1,19h06m10.48s,286.5436691,+45d18m17.54s,45.3048716,1137.8100000,17.5300000,-17.5300000
Kepler-1617 b,Kepler-1617,1,1,19h11m44.92s,287.9371747,+46d25m06.52s,46.4184781,898.3100000,12.7090000,-12.7090000
Kepler-1618 b,Kepler-1618,1,1,19h40m42.09s,295.1753619,+45d55m51.09s,45.9308594,1229.2500000,27.6250000,-27.6250000
Kepler-1619 b,Kepler-1619,1,1,19h02m48.86s,285.7035950,+44d25m19.75s,44.4221528,734.8500000,8.1070000,-7.9350000
Kepler-162 b,Kepler-162,1,2,19h49m06.94s,297.2789115,+43d43m26.29s,43.7239693,855.6410000,15.0290000,-14.5280000
Kepler-162 c,Kepler-162,1,2,19h49m06.94s,297.2789115,+43d43m26.29s,43.7239693,855.6410000,15.0290000,-14.5280000
Kepler-1620 b,Kepler-1620,1,1,19h49m05.02s,297.2709026,+46d55m42.51s,46.9284743,895.0690000,,
Kepler-1621 b,Kepler-1621,1,1,19h50m21.25s,297.5885341,+43d50m28.30s,43.8411937,1631.6600000,70.8000000,-65.2300000
Kepler-1622 b,Kepler-1622,1,1,19h49m18.92s,297.3288329,+47d48m55.65s,47.8154590,796.4770000,9.1510000,-8.9490000
Kepler-1623 b,Kepler-1623,1,1,19h36m19.85s,294.0826970,+39d33m21.84s,39.5560655,837.4810000,15.0450000,-14.5310000
Kepler-1624 b,Kepler-1624,1,1,19h30m19.17s,292.5798564,+37d22m34.54s,37.3762616,258.9790000,2.9840000,-2.9180000
Kepler-1625 b,Kepler-1625,1,1,19h41m43.04s,295.4293220,+39d53m11.42s,39.8865068,2310.1100000,213.0900000,-180.4900000
Kepler-1626 b,Kepler-1626,1,1,19h46m00.11s,296.5004384,+40d43m16.34s,40.7212069,1368.8300000,33.9700000,-32.3900000
Kepler-1627 b,Kepler-1627,1,1,18h56m13.60s,284.0566675,+41d34m36.22s,41.5767277,317.4370000,4.5280000,-4.4040000
Kepler-1628 b,Kepler-1628,1,1,18h46m32.09s,281.6336936,+43d24m41.60s,43.4115547,352.0000000,41.2290000,-27.3050000
Kepler-1629 b,Kepler-1629,1,1,18h40m49.59s,280.2066276,+43d46m27.58s,43.7743281,336.0900000,2.6430000,-2.6040000
Kepler-163 b,Kepler-163,1,2,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,689.8140000,9.8645000,-9.8645000
Kepler-163 c,Kepler-163,1,2,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,689.8140000,9.8645000,-9.8645000
Kepler-1630 b,Kepler-1630,1,1,19h50m01.99s,297.5083004,+43d42m39.80s,43.7110543,331.2130000,2.1800000,-2.1510000
Kepler-1631 b,Kepler-1631,1,1,19h38m31.82s,294.6325781,+43d48m27.61s,43.8076687,1305.9900000,54.9600000,-50.7700000
Kepler-1632 b,Kepler-1632,1,1,19h37m58.77s,294.4948769,+43d54m48.81s,43.9135575,716.7600000,6.7050000,-6.5850000
Kepler-1633 b,Kepler-1633,1,1,19h14m03.64s,288.5151733,+44d55m23.72s,44.9232545,1114.9100000,17.2150000,-17.2150000
Kepler-1634 b,Kepler-1634,1,1,19h36m10.42s,294.0433990,+45d08m23.35s,45.1398201,617.3390000,8.4325000,-8.4325000
Kepler-1635 b,Kepler-1635,1,1,19h01m23.77s,285.3490542,+45d33m22.24s,45.5561768,1069.4500000,39.9000000,-37.1700000
Kepler-1636 b,Kepler-1636,1,1,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,1947.5400000,121.4250000,-121.4250000
Kepler-1637 b,Kepler-1637,1,1,18h48m56.83s,282.2368006,+48d09m15.13s,48.1542016,567.1870000,,
Kepler-1638 b,Kepler-1638,1,1,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.5200000,50.9100000,-47.7800000
Kepler-1639 b,Kepler-1639,1,1,18h52m16.48s,283.0686510,+48d48m07.64s,48.8021209,1031.3100000,19.5500000,-18.8500000
Kepler-164 b,Kepler-164,1,4,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,890.7580000,13.6840000,-13.2840000
Kepler-164 c,Kepler-164,1,4,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,890.7580000,13.6840000,-13.2840000
Kepler-164 d,Kepler-164,1,4,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,890.7580000,13.6840000,-13.2840000
Kepler-164 e,Kepler-164,1,4,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,890.7580000,13.6840000,-13.2840000
Kepler-1640 b,Kepler-1640,1,1,19h38m13.87s,294.5577857,+40d51m01.78s,40.8504949,1859.7800000,,
Kepler-1641 b,Kepler-1641,1,2,19h45m26.27s,296.3594560,+41d34m28.32s,41.5745321,860.3700000,16.7180000,-16.1040000
Kepler-1641 c,Kepler-1641,1,2,19h45m26.27s,296.3594560,+41d34m28.32s,41.5745321,860.3700000,16.7180000,-16.1040000
Kepler-1642 b,Kepler-1642,1,2,19h48m50.91s,297.2121215,+43d38m37.64s,43.6437890,413.8730000,3.2210000,-3.1740000
Kepler-1642 c,Kepler-1642,1,2,19h48m50.91s,297.2121215,+43d38m37.64s,43.6437890,413.8730000,3.2210000,-3.1740000
Kepler-1643 b,Kepler-1643,1,1,20h01m43.44s,300.4310076,+44d45m03.65s,44.7510129,341.7740000,2.5930000,-2.5540000
Kepler-1644 b,Kepler-1644,1,1,19h01m54.01s,285.4750512,+48d02m05.41s,48.0348356,629.2700000,,
Kepler-1645 b,Kepler-1645,1,1,19h49m55.08s,297.4795142,+48d25m06.90s,48.4185820,1202.4700000,29.9200000,-28.5400000
Kepler-1646 b,Kepler-1646,1,1,19h10m06.36s,287.5264859,+42d54m46.57s,42.9129356,127.5910000,0.6210000,-0.6140000
Kepler-1647 b,Kepler-1647,2,1,19h52m36.01s,298.1500570,+40d39m22.23s,40.6561751,1212.4500000,22.3350000,-22.3350000
Kepler-1649 b,Kepler-1649,1,2,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913000,0.5489000,-0.5425000
Kepler-1649 c,Kepler-1649,1,2,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913000,0.5489000,-0.5425000
Kepler-165 b,Kepler-165,1,2,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,6.3310000,-6.1930000
Kepler-165 c,Kepler-165,1,2,18h42m45.82s,280.6909200,+47d48m34.81s,47.8096702,560.8850000,6.3310000,-6.1930000
Kepler-1650 b,Kepler-1650,1,1,19h50m55.02s,297.7292296,+42d52m00.09s,42.8666919,134.3970000,0.7250000,-0.7170000
Kepler-1651 b,Kepler-1651,2,1,18h54m30.78s,283.6282602,+48d23m26.91s,48.3908081,66.4074000,0.1062000,-0.1059000
Kepler-1652 b,Kepler-1652,1,1,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,252.0000000,32.0000000,-30.0000000
Kepler-1653 b,Kepler-1653,1,1,19h45m49.85s,296.4577020,+41d15m57.68s,41.2660210,755.0000000,44.0000000,-36.0000000
Kepler-1654 b,Kepler-1654,1,1,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,568.1170000,3.8780000,-3.8280000
Kepler-1655 b,Kepler-1655,1,1,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.2600000,0.9910000,-0.9820000
Kepler-1656 b,Kepler-1656,1,2,18h57m53.34s,284.4722473,+39d54m42.80s,39.9118890,185.8750000,0.8350000,-0.8270000
Kepler-1656 c,Kepler-1656,1,2,18h57m53.34s,284.4722473,+39d54m42.80s,39.9118890,185.8750000,0.8350000,-0.8270000
Kepler-1658 b,Kepler-1658,1,1,19h37m25.57s,294.3565559,+38d56m50.43s,38.9473424,788.2380000,17.4340000,-16.7070000
Kepler-166 b,Kepler-166,1,3,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.5300000,7.4430000,-7.2660000
Kepler-166 c,Kepler-166,1,3,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.5300000,7.4430000,-7.2660000
Kepler-166 d,Kepler-166,1,3,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.5300000,7.4430000,-7.2660000
Kepler-1660 AB b,Kepler-1660 A,2,1,19h22m12.47s,290.5519537,+40d14m06.16s,40.2350445,1188.5400000,21.1200000,-21.1200000
Kepler-1661 b,Kepler-1661,2,1,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.6070000,2.8825000,-2.8825000
Kepler-1663 b,Kepler-1663,1,1,19h21m36.36s,290.4015156,+48d49m21.80s,48.8227234,337.9260000,3.4070000,-3.4070000
Kepler-1664 b,Kepler-1664,1,1,19h07m24.65s,286.8527157,+49d15m42.00s,49.2616668,626.6910000,,
Kepler-1665 b,Kepler-1665,1,1,19h21m35.10s,290.3962400,+41d02m23.72s,41.0399229,335.5150000,1.5665000,-1.5665000
Kepler-1666 b,Kepler-1666,1,2,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,1379.3700000,55.6000000,-51.5100000
Kepler-1666 c,Kepler-1666,1,2,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,1379.3700000,55.6000000,-51.5100000
Kepler-1667 b,Kepler-1667,1,1,18h54m07.91s,283.5329505,+48d05m39.70s,48.0943604,626.8190000,6.1205000,-6.1205000
Kepler-1668 b,Kepler-1668,1,1,19h49m24.55s,297.3523076,+46d05m45.35s,46.0959309,1335.6400000,63.8400000,-58.3600000
Kepler-1669 b,Kepler-1669,1,3,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.4440000,10.7770000,-10.3730000
Kepler-1669 c,Kepler-1669,1,3,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.4440000,10.7770000,-10.3730000
Kepler-1669 d,Kepler-1669,1,3,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.4440000,10.7770000,-10.3730000
Kepler-167 b,Kepler-167,2,4,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000
Kepler-167 c,Kepler-167,2,4,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000
Kepler-167 d,Kepler-167,2,4,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000
Kepler-167 e,Kepler-167,2,4,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000
Kepler-1670 b,Kepler-1670,1,1,19h21m18.35s,290.3264599,+43d07m18.32s,43.1217550,2065.9800000,117.3700000,-105.6400000
Kepler-1671 b,Kepler-1671,1,1,19h26m59.62s,291.7484295,+39d26m48.41s,39.4467817,357.0590000,2.1680000,-2.1430000
Kepler-1672 b,Kepler-1672,1,1,19h51m45.62s,297.9400971,+40d16m42.80s,40.2785566,391.1810000,4.5120000,-4.4110000
Kepler-1673 b,Kepler-1673,1,1,19h02m40.12s,285.6671724,+48d43m10.51s,48.7195865,727.1870000,6.8485000,-6.8485000
Kepler-1674 b,Kepler-1674,1,1,19h39m15.85s,294.8160447,+45d18m21.90s,45.3060844,1012.4800000,28.8890000,-28.8890000
Kepler-1675 b,Kepler-1675,1,1,18h55m14.29s,283.8095478,+41d02m28.51s,41.0412517,651.1170000,5.8410000,-5.8410000
Kepler-1676 b,Kepler-1676,1,1,19h08m56.85s,287.2368778,+43d34m01.80s,43.5671665,,,
Kepler-1677 b,Kepler-1677,1,1,19h53m58.39s,298.4932730,+47d00m47.00s,47.0130566,735.3690000,8.6405000,-8.6405000
Kepler-1678 b,Kepler-1678,1,1,19h30m21.99s,292.5916297,+38d23m58.43s,38.3995629,847.3390000,20.7860000,-19.8300000
Kepler-1679 b,Kepler-1679,1,1,19h35m36.14s,293.9005786,+50d25m37.38s,50.4270507,909.2800000,34.6280000,-32.2190000
Kepler-168 b,Kepler-168,1,2,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.6000000,46.4800000,-43.5200000
Kepler-168 c,Kepler-168,1,2,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.6000000,46.4800000,-43.5200000
Kepler-1680 b,Kepler-1680,1,1,19h48m17.92s,297.0746571,+39d56m02.00s,39.9338893,310.3150000,1.5500000,-1.5350000
Kepler-1681 b,Kepler-1681,1,1,19h46m47.35s,296.6972773,+46d22m18.11s,46.3716969,758.3000000,,
Kepler-1682 b,Kepler-1682,1,1,19h35m56.06s,293.9835827,+39d34m22.25s,39.5728474,1159.8500000,46.0400000,-46.0400000
Kepler-1683 b,Kepler-1683,1,1,19h53m48.02s,298.4501035,+44d17m02.47s,44.2840193,733.1430000,14.1400000,-13.6240000
Kepler-1684 b,Kepler-1684,1,1,19h36m01.30s,294.0054181,+46d18m38.38s,46.3106625,621.9960000,12.5555000,-12.5555000
Kepler-1685 b,Kepler-1685,1,1,19h44m45.18s,296.1882618,+43d56m12.52s,43.9368118,1141.8900000,44.5500000,-41.3700000
Kepler-1686 b,Kepler-1686,1,1,19h26m25.61s,291.6067189,+42d02m09.52s,42.0359783,729.8230000,7.5300000,-7.5300000
Kepler-1687 b,Kepler-1687,1,1,19h18m58.28s,289.7428363,+50d47m13.43s,50.7870626,417.0140000,5.4070000,-5.2730000
Kepler-1688 b,Kepler-1688,1,1,19h18m12.72s,289.5530051,+41d17m52.27s,41.2978532,567.4468709,116.8382161,-116.8382161
Kepler-1689 b,Kepler-1689,1,1,19h26m17.80s,291.5741663,+38d39m21.40s,38.6559433,294.1220000,1.7530000,-1.7310000
Kepler-169 b,Kepler-169,1,5,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.5290000,3.0240000,-2.9800000
Kepler-169 c,Kepler-169,1,5,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.5290000,3.0240000,-2.9800000
Kepler-169 d,Kepler-169,1,5,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.5290000,3.0240000,-2.9800000
Kepler-169 e,Kepler-169,1,5,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.5290000,3.0240000,-2.9800000
Kepler-169 f,Kepler-169,1,5,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.5290000,3.0240000,-2.9800000
Kepler-1690 b,Kepler-1690,1,1,19h12m37.60s,288.1566649,+41d52m40.59s,41.8779417,703.7890000,9.4810000,-9.2360000
Kepler-1691 b,Kepler-1691,1,1,19h05m01.06s,286.2543962,+41d01m18.61s,41.0218373,1267.6700000,32.6200000,-31.0600000
Kepler-1692 b,Kepler-1692,1,1,19h07m41.80s,286.9241804,+47d03m13.35s,47.0537092,591.0190000,6.9260000,-6.7700000
Kepler-1693 b,Kepler-1693,1,2,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.0650000,13.5015000,-13.5015000
Kepler-1693 c,Kepler-1693,1,2,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.0650000,13.5015000,-13.5015000
Kepler-1694 b,Kepler-1694,1,1,19h35m10.47s,293.7936339,+40d14m27.68s,40.2410230,513.3290000,4.9880000,-4.8960000
Kepler-1695 b,Kepler-1695,1,1,19h34m28.63s,293.6193001,+46d24m48.25s,46.4134015,791.1750000,12.3105000,-12.3105000
Kepler-1696 b,Kepler-1696,1,1,19h42m18.26s,295.5761011,+42d01m24.11s,42.0233639,1506.3600000,71.8300000,-65.6800000
Kepler-1697 b,Kepler-1697,1,1,19h10m39.20s,287.6633310,+43d28m16.96s,43.4713782,247.7710000,0.8030000,-0.7970000
Kepler-1698 b,Kepler-1698,1,1,19h33m22.80s,293.3450181,+39d15m27.89s,39.2577469,222.3450000,1.1990000,-1.1870000
Kepler-1699 b,Kepler-1699,1,1,19h28m32.96s,292.1373281,+48d55m01.77s,48.9171579,818.7590000,,
Kepler-17 b,Kepler-17,1,1,19h53m34.86s,298.3952437,+47d48m53.95s,47.8149865,720.7530000,10.3430000,-10.3430000
Kepler-170 b,Kepler-170,1,2,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,738.6570000,11.0540000,-10.7380000
Kepler-170 c,Kepler-170,1,2,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,738.6570000,11.0540000,-10.7380000
Kepler-1700 b,Kepler-1700,1,1,19h07m47.94s,286.9497376,+45d21m13.55s,45.3537626,717.5970000,8.6750000,-8.4730000
Kepler-1701 b,Kepler-1701,1,1,19h06m26.13s,286.6088625,+41d53m21.47s,41.8892986,584.1420000,6.7525000,-6.7525000
Kepler-1702 b,Kepler-1702,1,1,18h59m53.40s,284.9724842,+44d34m02.93s,44.5674794,857.1400000,26.0590000,-24.5910000
Kepler-1704 b,Kepler-1704,1,1,19h24m48.30s,291.2012559,+51d08m39.28s,51.1442437,835.4550000,9.3230000,-9.1220000
Kepler-1705 b,Kepler-1705,1,2,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,1633.4900000,90.8100000,-81.8700000
Kepler-1705 c,Kepler-1705,1,2,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,1633.4900000,90.8100000,-81.8700000
Kepler-1708 b,Kepler-1708,1,1,19h47m17.79s,296.8241065,+43d37m29.35s,43.6248197,1666.6900000,102.4300000,-91.4000000
Kepler-1709 b,Kepler-1709,1,1,18h53m29.97s,283.3748873,+43d47m18.13s,43.7883708,273.9460000,1.8940000,-1.8670000
Kepler-171 b,Kepler-171,1,3,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.8550000,18.3290000,-18.3290000
Kepler-171 c,Kepler-171,1,3,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.8550000,18.3290000,-18.3290000
Kepler-171 d,Kepler-171,1,3,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.8550000,18.3290000,-18.3290000
Kepler-1710 b,Kepler-1710,1,1,19h26m43.99s,291.6832878,+37d45m05.30s,37.7514726,305.1930000,2.3850000,-2.3490000
Kepler-1711 b,Kepler-1711,1,1,19h52m42.55s,298.1772916,+42d14m13.30s,42.2370289,590.2680000,,
Kepler-1712 b,Kepler-1712,1,1,18h59m59.69s,284.9986980,+50d08m48.09s,50.1466922,156.2640000,0.4730000,-0.4730000
Kepler-1713 b,Kepler-1713,1,1,19h09m22.96s,287.3456737,+43d22m42.20s,43.3783894,295.2930000,2.2480000,-2.2150000
Kepler-1714 b,Kepler-1714,1,1,19h34m51.95s,293.7164655,+46d13m36.08s,46.2266878,409.4600000,4.2670000,-4.1810000
Kepler-1715 b,Kepler-1715,1,1,19h35m43.14s,293.9297337,+41d36m10.46s,41.6029048,522.6050000,16.0440000,-15.1310000
Kepler-1716 b,Kepler-1716,1,1,19h49m05.21s,297.2717207,+43d19m59.03s,43.3330644,195.4390000,0.9780000,-0.9680000
Kepler-1717 b,Kepler-1717,1,1,19h40m51.04s,295.2126472,+49d33m43.78s,49.5621600,1008.7900000,17.6600000,-17.0850000
Kepler-1718 b,Kepler-1718,1,1,19h28m56.38s,292.2349191,+42d54m34.06s,42.9094618,375.5220000,3.0300000,-2.9820000
Kepler-1719 b,Kepler-1719,1,1,18h58m49.65s,284.7068546,+38d56m12.32s,38.9367566,905.4060000,10.8030000,-10.5560000
Kepler-172 b,Kepler-172,1,4,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,18.4820000,-17.7070000
Kepler-172 c,Kepler-172,1,4,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,18.4820000,-17.7070000
Kepler-172 d,Kepler-172,1,4,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,18.4820000,-17.7070000
Kepler-172 e,Kepler-172,1,4,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,18.4820000,-17.7070000
Kepler-1720 b,Kepler-1720,1,1,19h47m14.08s,296.8086813,+47d10m18.68s,47.1718557,629.4450000,7.2390000,-7.0800000
Kepler-1721 b,Kepler-1721,1,1,18h54m10.61s,283.5441984,+45d13m32.36s,45.2256548,641.3740000,8.3030010,-8.0970000
Kepler-1722 b,Kepler-1722,1,1,19h46m39.06s,296.6627402,+41d15m40.31s,41.2611985,772.2830000,15.1640000,-14.6010000
Kepler-1723 b,Kepler-1723,1,1,19h37m51.06s,294.4627362,+46d49m17.05s,46.8214022,811.2780000,10.6695000,-10.6695000
Kepler-1724 b,Kepler-1724,1,1,19h44m28.97s,296.1207272,+47d55m17.30s,47.9214736,1060.7700000,24.7000000,-23.6200000
Kepler-1725 b,Kepler-1725,1,1,19h37m29.65s,294.3735518,+40d11m40.68s,40.1946345,558.6520000,5.5280000,-5.4230000
