
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,st_lum,st_lumerr1,st_lumerr2,st_lumlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-173 b,Kepler-173,1,2,0.074,,,0,294.6466171,41.8840952,833.1650000,14.8280000,-14.8280000
Kepler-173 c,Kepler-173,1,2,0.074,,,0,294.6466171,41.8840952,833.1650000,14.8280000,-14.8280000
Kepler-1730 b,Kepler-1730,1,1,0.075,,,0,281.9605834,43.7030386,1427.0800000,61.5000000,-56.7200000
Kepler-1731 b,Kepler-1731,1,1,-0.600,0.018,-0.016,0,291.2544229,36.7434302,169.9480000,0.6410000,-0.6360000
Kepler-1732 b,Kepler-1732,1,1,0.296,,,0,292.2910129,37.5807686,1289.4100000,41.9500000,-41.9500000
Kepler-1733 b,Kepler-1733,1,1,0.430,,,0,291.1384628,37.8592447,2080.5100000,135.3800000,-135.3800000
Kepler-1734 b,Kepler-1734,1,1,0.144,,,0,294.1631670,41.4517316,1482.8300000,54.5850000,-54.5850000
Kepler-1735 b,Kepler-1735,1,1,-1.193,0.087,-0.109,0,281.0503476,47.1882005,245.3030000,1.5080000,-1.5080000
Kepler-1736 b,Kepler-1736,1,1,0.402,,,0,289.7766991,38.2622374,1430.0000000,51.5700000,-51.5700000
Kepler-1737 b,Kepler-1737,1,1,-0.344,,,0,297.0148111,47.4864170,,,
Kepler-1738 b,Kepler-1738,1,1,-0.005,,,0,296.1313474,47.4388098,1302.8700000,44.9200000,-42.0800000
Kepler-1739 b,Kepler-1739,1,1,-0.140,,,0,296.2320536,47.6788626,783.6660000,13.8540000,-13.3880000
Kepler-174 b,Kepler-174,1,3,-0.570,,,0,287.4389454,43.8320052,384.7570000,2.6840000,-2.6840000
Kepler-174 c,Kepler-174,1,3,-0.570,,,0,287.4389454,43.8320052,384.7570000,2.6840000,-2.6840000
Kepler-174 d,Kepler-174,1,3,-0.570,,,0,287.4389454,43.8320052,384.7570000,2.6840000,-2.6840000
Kepler-1740 b,Kepler-1740,1,1,-0.079,,,0,293.8736630,38.9224548,1061.7700000,36.6850000,-36.6850000
Kepler-1741 b,Kepler-1741,1,1,-1.242,,,0,292.5770730,39.1209390,270.7390000,2.7160000,-2.7160000
Kepler-1742 b,Kepler-1742,1,1,-0.184,,,0,286.9668086,44.9924315,669.5730000,8.9690000,-8.7390000
Kepler-1743 b,Kepler-1743,1,1,0.599,0.021,-0.010,0,290.5523552,48.1262575,538.8070000,6.1070000,-5.9750000
Kepler-1744 b,Kepler-1744,1,1,-0.098,,,0,291.0206823,42.4624633,1091.6300000,29.9700000,-29.9700000
Kepler-1745 b,Kepler-1745,1,1,0.007,,,0,293.4689924,42.8223582,996.1050000,25.8745000,-25.8745000
Kepler-1746 b,Kepler-1746,1,1,0.496,,,0,288.3203979,42.2613874,979.5410000,17.5140000,-17.5140000
Kepler-1747 b,Kepler-1747,1,1,-0.205,,,0,284.2096557,45.2580820,1321.3800000,60.9500000,-55.8900000
Kepler-1748 b,Kepler-1748,1,1,-0.350,,,0,285.9678970,45.7390789,1083.2800000,43.6200000,-40.4300000
Kepler-1749 b,Kepler-1749,1,1,-0.950,,,0,290.2945805,45.5645196,268.2000000,1.4035000,-1.4035000
Kepler-175 b,Kepler-175,1,2,0.194,,,0,289.5532320,43.8761160,1312.3400000,45.2900000,-42.4200000
Kepler-175 c,Kepler-175,1,2,0.194,,,0,289.5532320,43.8761160,1312.3400000,45.2900000,-42.4200000
Kepler-1750 b,Kepler-1750,1,1,0.061,,,0,292.3514917,48.5110714,1497.3300000,67.9300000,-62.3700000
Kepler-1751 b,Kepler-1751,1,1,0.036,,,0,284.8465476,49.6923412,1291.4700000,39.1900000,-36.9900000
Kepler-1752 b,Kepler-1752,1,1,-0.398,,,0,290.8541401,51.2227435,962.8880000,29.8990000,-28.1810000
Kepler-1753 b,Kepler-1753,1,1,-0.560,,,0,288.2366640,46.6058744,707.6880000,15.2150000,-14.5990000
Kepler-1754 b,Kepler-1754,1,1,-0.612,,,0,295.4570818,50.0771838,718.9450000,21.7430000,-20.5230000
Kepler-1755 b,Kepler-1755,1,1,0.274,,,0,296.8460920,40.1385777,982.3830000,22.9370000,-21.9320000
Kepler-1756 b,Kepler-1756,1,1,-0.459,,,0,294.3649040,40.7208898,,,
Kepler-1757 b,Kepler-1757,1,1,-0.369,,,0,297.7397823,46.9418957,807.3080000,16.5170000,-15.8780000
Kepler-1758 b,Kepler-1758,1,1,0.485,,,0,297.7968197,39.9213378,1588.4100000,75.4900000,-69.0400000
Kepler-1759 b,Kepler-1759,1,1,-0.563,,,0,298.4656275,48.5593334,385.3480000,3.1480000,-3.0990000
Kepler-176 b,Kepler-176,1,4,-0.404,,,0,294.6679021,43.8532104,527.3210000,6.0580000,-5.9250000
Kepler-176 c,Kepler-176,1,4,-0.404,,,0,294.6679021,43.8532104,527.3210000,6.0580000,-5.9250000
Kepler-176 d,Kepler-176,1,4,-0.404,,,0,294.6679021,43.8532104,527.3210000,6.0580000,-5.9250000
Kepler-176 e,Kepler-176,1,4,-0.404,,,0,294.6679021,43.8532104,527.3210000,6.0580000,-5.9250000
Kepler-1760 b,Kepler-1760,1,1,-0.260,,,0,284.1326058,48.8251452,,,
Kepler-1761 b,Kepler-1761,1,1,-1.170,0.089,-0.111,0,284.1329728,49.1426325,221.1860000,1.1330000,-1.1330000
Kepler-1762 b,Kepler-1762,1,1,0.331,,,0,290.4931471,39.7855117,1663.7400000,87.7400000,-79.5100000
Kepler-1763 b,Kepler-1763,1,1,0.274,,,0,294.1130368,40.3628861,756.4860000,9.7675000,-9.7675000
Kepler-1764 b,Kepler-1764,1,1,0.415,,,0,293.8799047,41.3938374,1542.4800000,61.7000000,-61.7000000
Kepler-1765 b,Kepler-1765,1,1,-0.136,,,0,298.0144601,42.9574314,764.4560000,13.4230000,-12.9750000
Kepler-1766 b,Kepler-1766,1,1,0.175,0.020,-0.019,0,294.2772343,46.6752351,501.2290000,4.9460000,-4.8520000
Kepler-1767 b,Kepler-1767,1,1,-0.503,,,0,293.6441248,46.9896696,820.5060000,19.9410000,-19.9410000
Kepler-1768 b,Kepler-1768,1,1,0.287,0.021,-0.022,0,299.9572335,44.7718851,632.7660000,5.9560000,-5.8490000
Kepler-1769 b,Kepler-1769,1,1,0.215,0.017,-0.019,0,294.7433755,43.4611633,438.4120000,4.5000000,-4.4120000
Kepler-177 b,Kepler-177,1,2,0.240,,,0,286.0471442,45.0532038,1435.4400000,42.1000000,-39.8100000
Kepler-177 c,Kepler-177,1,2,0.240,,,0,286.0471442,45.0532038,1435.4400000,42.1000000,-39.8100000
Kepler-1770 b,Kepler-1770,1,1,-0.209,,,0,299.2502851,43.4103663,582.9420000,5.8610000,-5.7480000
Kepler-1771 b,Kepler-1771,1,1,-0.092,,,0,292.0134714,49.0191267,565.7520000,,
Kepler-1772 b,Kepler-1772,1,1,0.472,0.020,-0.016,0,289.4381201,39.2703594,871.5640000,12.5020000,-12.1600000
Kepler-1773 b,Kepler-1773,1,1,0.405,0.015,-0.027,0,286.2232284,38.2581676,681.2550000,9.8400000,-9.5680000
Kepler-1774 b,Kepler-1774,1,1,0.190,,,0,288.5743991,40.9886069,816.5920000,11.8120000,-11.8120000
Kepler-1775 b,Kepler-1775,1,1,0.246,0.017,-0.016,0,286.4023452,38.7385674,657.0230000,6.0880000,-5.9780000
Kepler-1776 b,Kepler-1776,1,1,0.164,,,0,291.5344017,47.0424958,690.3360000,6.7705000,-6.7705000
Kepler-1777 b,Kepler-1777,1,1,-0.033,,,0,290.3286455,37.7231188,619.1460000,6.1395000,-6.1395000
Kepler-1778 b,Kepler-1778,1,1,0.098,,,0,287.3612976,43.7388000,1276.2900000,49.7700000,-46.2300000
Kepler-1779 b,Kepler-1779,1,1,-0.050,,,0,300.4174607,45.6054854,908.5010000,25.5370000,-24.2010000
Kepler-178 b,Kepler-178,1,3,-0.208,,,0,287.1010275,46.8964033,716.0250000,10.3690000,-10.0820000
Kepler-178 c,Kepler-178,1,3,-0.208,,,0,287.1010275,46.8964033,716.0250000,10.3690000,-10.0820000
Kepler-178 d,Kepler-178,1,3,-0.208,,,0,287.1010275,46.8964033,716.0250000,10.3690000,-10.0820000
Kepler-1780 b,Kepler-1780,1,1,-0.217,,,0,294.0839282,42.8095104,790.5160000,14.6085000,-14.6085000
Kepler-1781 b,Kepler-1781,1,1,-0.361,,,0,291.7114906,42.3415097,962.6300000,34.9580000,-32.6300000
Kepler-1782 b,Kepler-1782,1,1,-0.556,,,0,280.9261620,44.0878036,305.7920000,1.3900000,-1.3770000
Kepler-1783 b,Kepler-1783,1,1,-0.451,0.021,-0.018,0,297.0210984,41.3771655,264.0780000,1.2320000,-1.2200000
Kepler-1784 b,Kepler-1784,1,1,-0.121,,,0,297.9541684,44.6674491,883.0450000,21.3090000,-20.3440000
Kepler-1785 b,Kepler-1785,1,1,0.003,,,0,295.7921797,47.6000699,745.7400000,10.6850000,-10.3930000
Kepler-1786 b,Kepler-1786,1,1,0.159,,,0,292.5877743,38.5219827,863.9090000,13.3030000,-13.3030000
Kepler-1787 b,Kepler-1787,1,1,-0.098,,,0,289.0643042,47.1174041,778.6020000,13.0170000,-12.6040000
Kepler-1788 b,Kepler-1788,1,1,-0.611,,,0,291.2243829,45.7780993,560.4450000,8.1590000,-7.9330000
Kepler-1789 b,Kepler-1789,1,1,-0.231,,,0,282.8631419,41.7966332,611.4610000,7.9180000,-7.7220000
Kepler-179 b,Kepler-179,1,2,-0.278,,,0,298.6636163,47.7619329,605.6800000,6.5650000,-6.5650000
Kepler-179 c,Kepler-179,1,2,-0.278,,,0,298.6636163,47.7619329,605.6800000,6.5650000,-6.5650000
Kepler-1790 b,Kepler-1790,1,1,0.383,,,0,294.5668577,46.0757312,1070.1700000,21.8400000,-20.9900000
Kepler-1791 b,Kepler-1791,1,1,0.176,,,0,284.4903166,42.6482636,602.2180000,,
Kepler-1792 b,Kepler-1792,1,1,-0.508,,,0,294.8400788,39.0859757,601.0290000,9.8240000,-9.5190000
Kepler-1793 b,Kepler-1793,1,1,-0.234,,,0,291.9129477,40.9539265,1189.8800000,53.5700000,-53.5700000
Kepler-1794 b,Kepler-1794,1,1,-0.611,,,0,300.6196594,45.7888068,561.2290000,10.5630000,-10.1870000
Kepler-1795 b,Kepler-1795,1,1,-0.757,,,0,286.4792568,39.2698793,,,
Kepler-1796 b,Kepler-1796,1,1,0.118,,,0,301.5430397,44.6056251,825.8830000,15.4740000,-14.9240000
Kepler-1797 b,Kepler-1797,1,1,0.062,,,0,292.4642406,45.9682799,1338.4900000,41.1950000,-41.1950000
Kepler-1798 b,Kepler-1798,1,1,-0.957,,,0,291.7262251,37.5289680,395.1960000,6.0225000,-6.0225000
Kepler-1799 b,Kepler-1799,1,1,0.314,,,0,288.3086994,51.4783348,2254.6900000,160.3700000,-140.8500000
Kepler-18 b,Kepler-18,1,3,-0.031,0.035,-0.035,0,298.0794448,44.7462480,433.0470000,3.2040000,-3.1580000
Kepler-18 c,Kepler-18,1,3,-0.031,0.035,-0.035,0,298.0794448,44.7462480,433.0470000,3.2040000,-3.1580000
Kepler-18 d,Kepler-18,1,3,-0.031,0.035,-0.035,0,298.0794448,44.7462480,433.0470000,3.2040000,-3.1580000
Kepler-180 b,Kepler-180,1,2,-0.132,,,0,295.5712566,49.7745140,695.6500000,8.6460000,-8.4400000
Kepler-180 c,Kepler-180,1,2,-0.132,,,0,295.5712566,49.7745140,695.6500000,8.6460000,-8.4400000
Kepler-1800 b,Kepler-1800,1,1,-0.188,0.021,-0.021,0,297.6513317,40.3524154,350.4550000,2.1050000,-2.0810000
Kepler-1801 b,Kepler-1801,1,2,-0.223,,,0,295.1640095,39.2014024,839.3320000,15.9560000,-15.3800000
Kepler-1801 c,Kepler-1801,1,2,-0.223,,,0,295.1640095,39.2014024,839.3320000,15.9560000,-15.3800000
Kepler-1802 b,Kepler-1802,1,2,-0.925,,,0,300.2420869,44.1412854,636.6940000,49.1220000,-42.6460000
Kepler-1802 c,Kepler-1802,1,2,-0.925,,,0,300.2420869,44.1412854,636.6940000,49.1220000,-42.6460000
Kepler-1804 b,Kepler-1804,1,1,-0.512,,,0,301.3428675,44.6721750,434.4560000,5.7100000,-5.5670000
Kepler-1805 b,Kepler-1805,1,1,-1.177,0.088,-0.111,0,285.0865387,40.8990506,221.6390000,1.2465000,-1.2465000
Kepler-1806 b,Kepler-1806,1,1,-0.435,,,0,287.5349528,49.8016283,978.0660000,34.5340000,-32.2930000
Kepler-1807 b,Kepler-1807,1,1,0.603,,,0,291.5494119,44.5272788,1299.3200000,29.8900000,-29.8900000
Kepler-1808 b,Kepler-1808,1,1,-0.062,,,0,287.2924737,39.3832039,1022.0100000,28.1400000,-26.6910000
Kepler-1809 b,Kepler-1809,1,1,-0.471,,,0,290.2651662,40.5484937,409.6020000,3.3295000,-3.3295000
Kepler-181 b,Kepler-181,1,2,-0.379,,,0,296.1512831,50.0957806,609.2830000,7.9460000,-7.9460000
Kepler-181 c,Kepler-181,1,2,-0.379,,,0,296.1512831,50.0957806,609.2830000,7.9460000,-7.9460000
Kepler-1810 b,Kepler-1810,1,1,-0.158,,,0,291.8129995,38.0880964,1009.8700000,29.4550000,-29.4550000
Kepler-1811 b,Kepler-1811,1,1,0.154,,,0,289.9793241,40.1427848,1390.5600000,53.5300000,-49.7700000
Kepler-1812 b,Kepler-1812,1,1,0.280,,,0,298.0845087,40.2832525,1409.1900000,59.2600000,-54.7400000
Kepler-1813 b,Kepler-1813,1,1,-0.400,,,0,292.2399069,48.5115214,,,
Kepler-1814 b,Kepler-1814,1,2,-0.506,,,0,285.2166767,41.2824449,726.3460000,15.2670000,-14.6610000
Kepler-1814 c,Kepler-1814,1,2,-0.506,,,0,285.2166767,41.2824449,726.3460000,15.2670000,-14.6610000
Kepler-1815 b,Kepler-1815,1,1,-0.030,,,0,300.1704720,43.9849048,1006.6300000,33.1300000,-31.1100000
Kepler-1816 b,Kepler-1816,1,1,-0.531,,,0,296.8509823,50.6987736,437.8230000,3.5990000,-3.5990000
Kepler-1817 b,Kepler-1817,1,1,-0.380,,,0,282.0333419,44.4779955,748.5690000,12.9720000,-12.5450000
Kepler-1818 b,Kepler-1818,1,1,0.261,,,0,284.3284866,40.5688741,1034.5900000,22.7500000,-21.8200000
Kepler-1819 b,Kepler-1819,1,1,0.086,,,0,296.5600307,46.8574644,1363.1900000,52.7400000,-49.0000000
Kepler-182 b,Kepler-182,1,2,0.344,,,0,289.8301128,50.5862025,1549.0900000,50.5300000,-50.5300000
Kepler-182 c,Kepler-182,1,2,0.344,,,0,289.8301128,50.5862025,1549.0900000,50.5300000,-50.5300000
Kepler-1820 b,Kepler-1820,1,1,-0.022,,,0,296.7127400,48.2722828,1425.3900000,59.7000000,-55.1500000
Kepler-1821 b,Kepler-1821,1,1,-0.124,,,0,294.5254573,49.8724840,799.6990000,12.0365000,-12.0365000
Kepler-1822 b,Kepler-1822,1,1,-0.286,,,0,297.2855000,41.3055733,897.5970000,30.6990000,-28.7660000
Kepler-1823 b,Kepler-1823,1,1,0.287,0.017,-0.020,0,283.7547770,45.3351250,724.9710000,8.5240000,-8.3310000
Kepler-1824 b,Kepler-1824,1,1,0.171,,,0,296.7071957,41.2036197,1040.1000000,26.4100000,-25.1500000
Kepler-1825 b,Kepler-1825,1,1,-0.532,,,0,292.5140647,42.6517554,430.2540000,3.3440000,-3.3440000
Kepler-1826 b,Kepler-1826,1,1,-1.122,0.088,-0.110,0,292.7700072,48.8998469,336.9520000,3.1575000,-3.1575000
Kepler-1827 b,Kepler-1827,1,1,0.187,,,0,292.2525301,40.7927895,686.4610000,7.8630000,-7.8630000
Kepler-1828 b,Kepler-1828,1,1,-0.111,,,0,292.4275963,37.3207616,871.8100000,17.8935000,-17.8935000
Kepler-1829 b,Kepler-1829,1,1,-0.394,,,0,288.6644840,51.4983798,679.9210000,9.7340000,-9.4670000
Kepler-183 b,Kepler-183,1,2,0.026,,,0,293.5308112,39.3159329,1050.6400000,27.6900000,-27.6900000
Kepler-183 c,Kepler-183,1,2,0.026,,,0,293.5308112,39.3159329,1050.6400000,27.6900000,-27.6900000
Kepler-1830 b,Kepler-1830,1,1,0.631,,,0,295.1390408,40.9790527,1056.8800000,19.1850000,-19.1850000
Kepler-1831 b,Kepler-1831,1,1,-0.045,,,0,295.3024604,49.5890456,1053.4900000,20.9700000,-20.1900000
Kepler-1832 b,Kepler-1832,1,1,-0.337,,,0,299.8517779,43.7320611,486.1740000,5.3715000,-5.3715000
Kepler-1833 b,Kepler-1833,1,1,0.437,0.015,-0.023,0,290.8714239,45.4102813,591.6020000,7.5830000,-7.3960000
Kepler-1834 b,Kepler-1834,1,2,-0.577,,,0,294.6646789,39.7838461,500.3950000,8.3260000,-8.0630000
Kepler-1834 c,Kepler-1834,1,2,-0.577,,,0,294.6646789,39.7838461,500.3950000,8.3260000,-8.0630000
Kepler-1835 b,Kepler-1835,1,1,0.078,,,0,280.3148152,43.9856885,1404.3800000,54.7000000,-50.8200000
Kepler-1836 b,Kepler-1836,1,1,0.016,,,0,292.3150933,40.8387799,1472.6200000,71.7700000,-65.5000000
Kepler-1837 b,Kepler-1837,1,1,-0.068,,,0,288.2076012,45.6834463,1229.1800000,48.3100000,-44.8500000
Kepler-1838 b,Kepler-1838,1,1,0.537,0.029,-0.025,0,298.9917165,40.1422600,451.2420000,4.8660000,-4.7650000
Kepler-1839 b,Kepler-1839,1,1,0.192,,,0,294.2244432,50.0755761,1136.6000000,24.9800000,-23.9500000
Kepler-184 b,Kepler-184,1,3,-0.225,,,0,291.9518784,43.0746172,610.3260000,6.0115000,-6.0115000
Kepler-184 c,Kepler-184,1,3,-0.225,,,0,291.9518784,43.0746172,610.3260000,6.0115000,-6.0115000
Kepler-184 d,Kepler-184,1,3,-0.225,,,0,291.9518784,43.0746172,610.3260000,6.0115000,-6.0115000
Kepler-1840 b,Kepler-1840,1,1,-0.587,,,0,298.5948803,41.4359643,513.1070000,6.7205000,-6.7205000
Kepler-1841 b,Kepler-1841,1,1,-0.278,,,0,287.7069031,40.6852161,631.7000000,7.4220000,-7.2550000
Kepler-1842 b,Kepler-1842,1,1,-0.026,,,0,286.2516039,42.3784353,923.5510000,19.2330000,-18.4780000
Kepler-1843 b,Kepler-1843,1,1,0.394,,,0,292.8852302,41.2791690,784.6250000,14.0230000,-14.0230000
Kepler-1844 b,Kepler-1844,1,1,0.226,,,0,292.6903973,37.9345682,1804.3600000,133.0300000,-116.2100000
Kepler-1845 b,Kepler-1845,1,1,-0.578,,,0,292.9016226,38.2970320,710.7240000,17.0450000,-17.0450000
Kepler-1846 b,Kepler-1846,1,1,-0.530,,,0,294.3909489,44.7629523,374.6150000,2.4155000,-2.4155000
Kepler-1847 b,Kepler-1847,1,1,0.099,,,0,296.6014013,44.3252289,1693.8600000,128.5700000,-111.9100000
Kepler-1848 b,Kepler-1848,1,1,-0.513,,,0,299.3814921,45.5920846,309.6960000,1.5180000,-1.5040000
Kepler-1849 b,Kepler-1849,1,1,-0.662,,,0,285.2919300,41.2557275,631.8840000,11.7520000,-11.3370000
Kepler-185 b,Kepler-185,1,2,-0.504,,,0,282.4681674,43.8899464,466.7350000,4.7440000,-4.6520000
Kepler-185 c,Kepler-185,1,2,-0.504,,,0,282.4681674,43.8899464,466.7350000,4.7440000,-4.6520000
Kepler-1850 b,Kepler-1850,1,1,-0.810,,,0,287.1428295,43.6161177,250.1990000,1.3330000,-1.3190000
Kepler-1851 b,Kepler-1851,1,1,0.060,,,0,285.6737597,45.6398375,1589.8100000,75.4100000,-69.0000000
Kepler-1852 b,Kepler-1852,1,1,-0.432,,,0,288.0297157,40.3441934,772.4810000,15.6930000,-15.0910000
Kepler-1853 b,Kepler-1853,1,1,-0.562,,,0,284.7478834,46.3735415,562.3480000,8.6730000,-8.4180000
Kepler-1854 b,Kepler-1854,1,1,-0.479,,,0,286.2859300,37.3869915,423.3480000,,
Kepler-1855 b,Kepler-1855,1,1,-1.295,0.109,-0.147,0,283.4018628,41.5161554,,,
Kepler-1856 b,Kepler-1856,1,1,-0.331,,,0,295.9091695,51.3478777,848.7600000,24.0920000,-22.8210000
Kepler-1857 b,Kepler-1857,1,1,0.205,,,0,296.4557129,39.5985370,853.2750000,17.3490000,-16.6830000
Kepler-1858 b,Kepler-1858,1,1,-0.453,,,0,292.3074315,46.6265790,833.0550000,24.5440000,-24.5440000
Kepler-1859 b,Kepler-1859,1,2,0.154,,,0,293.9886751,46.7179996,1331.2500000,43.2650000,-43.2650000
Kepler-1859 c,Kepler-1859,1,2,0.154,,,0,293.9886751,46.7179996,1331.2500000,43.2650000,-43.2650000
Kepler-186 b,Kepler-186,1,5,-1.385,0.086,-0.107,0,298.6527360,43.9549884,177.5940000,0.7740000,-0.7740000
Kepler-186 c,Kepler-186,1,5,-1.385,0.086,-0.107,0,298.6527360,43.9549884,177.5940000,0.7740000,-0.7740000
Kepler-186 d,Kepler-186,1,5,-1.385,0.086,-0.107,0,298.6527360,43.9549884,177.5940000,0.7740000,-0.7740000
Kepler-186 e,Kepler-186,1,5,-1.385,0.086,-0.107,0,298.6527360,43.9549884,177.5940000,0.7740000,-0.7740000
Kepler-186 f,Kepler-186,1,5,-1.260,0.079,-0.050,0,298.6527360,43.9549884,177.5940000,0.7740000,-0.7740000
Kepler-1860 b,Kepler-1860,1,1,-0.181,0.013,-0.013,0,294.3508497,50.0809627,438.7030000,2.6280000,-2.5970000
Kepler-1861 b,Kepler-1861,1,1,0.300,,,0,295.8465148,49.9361586,829.9850000,12.3095000,-12.3095000
Kepler-1862 b,Kepler-1862,1,1,-0.215,,,0,296.7533555,49.3780726,1232.1900000,48.0000000,-44.5900000
Kepler-1863 b,Kepler-1863,1,1,0.410,,,0,282.2397185,43.2440854,865.5460000,11.6365000,-11.6365000
Kepler-1864 b,Kepler-1864,1,1,0.030,0.014,-0.012,0,289.6867653,41.5889178,298.8940000,1.8540000,-1.8310000
Kepler-1865 b,Kepler-1865,1,1,-0.329,,,0,293.9412380,41.5904136,922.2550000,27.3870000,-25.8770000
Kepler-1866 b,Kepler-1866,1,1,0.144,,,0,286.2246453,44.6544869,976.7370000,18.3170000,-17.6660000
Kepler-1867 b,Kepler-1867,1,1,0.219,0.014,-0.026,0,294.9971007,43.4358698,680.5830000,7.0960000,-6.9540000
Kepler-1868 b,Kepler-1868,1,1,-0.662,,,0,293.2983733,43.5558025,274.1800000,0.9505000,-0.9505000
Kepler-1869 b,Kepler-1869,1,2,-0.050,0.014,-0.011,0,292.6149958,42.7643438,113.0250000,0.2910000,-0.2910000
Kepler-1869 c,Kepler-1869,1,2,-0.050,0.014,-0.011,0,292.6149958,42.7643438,113.0250000,0.2910000,-0.2910000
Kepler-187 b,Kepler-187,1,2,0.493,,,0,299.7964955,44.0892448,1143.0000000,33.3100000,-31.5100000
Kepler-187 c,Kepler-187,1,2,0.493,,,0,299.7964955,44.0892448,1143.0000000,33.3100000,-31.5100000
Kepler-1870 b,Kepler-1870,1,1,-0.226,0.010,-0.015,0,293.9335076,40.5907040,407.2160000,2.7520000,-2.7160000
Kepler-1871 b,Kepler-1871,1,1,0.003,,,0,292.4275044,38.4728824,854.6230000,16.7485000,-16.7485000
Kepler-1872 b,Kepler-1872,1,1,-0.506,,,0,281.0491988,43.3225996,840.1820000,22.3530000,-21.2440000
Kepler-1873 b,Kepler-1873,1,1,-0.410,,,0,294.5965570,46.0483705,820.9570000,26.2335000,-26.2335000
Kepler-1874 b,Kepler-1874,1,1,-0.577,,,0,286.3718158,43.6920810,408.0070000,,
Kepler-1875 b,Kepler-1875,1,1,0.407,,,0,296.7727406,50.1883667,1660.4500000,140.9300000,-120.8600000
Kepler-1876 b,Kepler-1876,1,1,0.429,0.025,-0.021,0,299.1604859,41.1437964,259.9350000,1.7970000,-1.7730000
Kepler-1877 b,Kepler-1877,1,1,-0.077,0.014,-0.012,0,294.8669240,46.7904816,285.3120000,1.8650000,-1.8410000
Kepler-1878 b,Kepler-1878,1,1,0.187,,,0,300.7324154,44.1070231,1494.3000000,57.8000000,-53.7100000
Kepler-1879 b,Kepler-1879,1,1,0.384,0.015,-0.019,0,289.3644209,41.5332589,627.1710000,8.9880000,-8.7410000
Kepler-188 b,Kepler-188,1,2,0.034,,,0,281.2797173,44.3154743,968.5440000,22.3800000,-21.4090000
Kepler-188 c,Kepler-188,1,2,0.034,,,0,281.2797173,44.3154743,968.5440000,22.3800000,-21.4090000
Kepler-1880 b,Kepler-1880,1,1,-0.762,,,0,287.8264561,40.6965988,611.0410000,12.2030000,-11.7430000
Kepler-1881 b,Kepler-1881,1,1,-0.307,,,0,293.6393065,44.9825447,1057.2100000,40.8250000,-40.8250000
Kepler-1882 b,Kepler-1882,1,1,0.237,0.015,-0.015,0,290.6640856,43.4997866,443.3710000,4.2730000,-4.1940000
Kepler-1883 b,Kepler-1883,1,1,-0.016,,,0,291.9225570,42.0025220,1377.6100000,70.8100000,-64.3200000
Kepler-1884 b,Kepler-1884,1,1,0.277,,,0,296.7463986,43.0454207,1443.0900000,54.0400000,-50.3400000
Kepler-1885 b,Kepler-1885,1,1,-0.176,,,0,288.7507112,47.4909206,818.4820000,14.9450000,-14.4290000
Kepler-1886 b,Kepler-1886,1,1,-0.161,,,0,296.2645118,39.4059745,1059.5100000,39.7200000,-37.0000000
Kepler-1887 b,Kepler-1887,1,1,-0.190,,,0,288.9555263,44.7057070,1366.1800000,78.1500000,-70.2800000
Kepler-1888 b,Kepler-1888,1,1,0.374,0.015,-0.016,0,289.3945523,41.7822597,402.9470000,4.5850000,-4.4850000
Kepler-1889 b,Kepler-1889,1,1,0.220,,,0,297.1992577,41.2264404,1395.1300000,69.2400000,-63.0800000
Kepler-189 b,Kepler-189,1,2,-0.448,,,0,287.5646296,44.3050662,591.5340000,7.1340000,-6.9690000
Kepler-189 c,Kepler-189,1,2,-0.448,,,0,287.5646296,44.3050662,591.5340000,7.1340000,-6.9690000
Kepler-1890 b,Kepler-1890,1,1,0.267,0.020,-0.020,0,292.5778203,40.6679032,529.5960000,6.7540000,-6.5880000
Kepler-1891 b,Kepler-1891,1,1,-0.231,,,0,290.0438524,44.3705375,596.2400000,6.0705000,-6.0705000
Kepler-1892 b,Kepler-1892,1,1,-0.301,,,0,299.0810070,42.0180957,851.5950000,25.7040000,-24.2650000
Kepler-1893 b,Kepler-1893,1,1,0.160,,,0,298.4012866,44.8381709,1050.7200000,27.4100000,-26.0700000
Kepler-1894 b,Kepler-1894,1,2,-0.270,,,0,295.5864604,49.6668523,935.1910000,24.7450000,-23.5230000
Kepler-1894 c,Kepler-1894,1,2,-0.270,,,0,295.5864604,49.6668523,935.1910000,24.7450000,-23.5230000
Kepler-1895 b,Kepler-1895,1,1,-0.230,,,0,291.6756005,48.7625419,984.1870000,29.8530000,-28.1730000
Kepler-1896 b,Kepler-1896,1,1,0.174,,,0,289.6785786,40.2496475,1732.9100000,100.0300000,-89.8700000
